phone_number,secondary_phone_number,ultra_poor,log_expend,num_phones,fsec_index,fin_index,psych_index,cwr_group,weight,asset_radio_cd_player,asset_tv,asset_tv_dish,asset_vcr_dvd_player,asset_refridgerator,asset_generator,asset_matress,asset_mobile_phone,asset_non_mobile_phone,asset_iron,asset_bed_frame,asset_jewelry,asset_mosquito_net,asset_mosquito_repellent_candle,asset_fan,asset_camera,hhid,asset_index,below_poverty_line
GMHMTRLG4Z,,1.0,4.278936003219194,0.0,0.5460474840091574,-0.3087835005655036,0.4315021877305363,5.0,0.40100417215058415,3.0,5.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,HH24,-1.2472752107958363,True
FBR2HQI7WH,,1.0,3.059117571809437,1.0,0.9603745972040308,-0.7839787592112909,1.551105879461278,3.0,0.6862448802479744,1.0,0.0,3.0,4.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,HH25,1.0360938078055786,True
JRBCCNQ9UX,,0.0,5.099905059588352,2.0,-0.9488556168606064,0.8243343384615625,1.0648896021512901,1.0,0.22978045056904195,0.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,HH26,-0.6908812454651463,True
C531X8LNYS,8OPTN6I7MH,0.0,6.28183644492771,2.0,-0.4981226347148456,-0.9782735522604872,1.2513503543011908,5.0,0.1156587866991079,3.0,4.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,5.0,2.0,3.0,4.0,1.0,5.0,2.0,HH27,-0.2154235594194433,False
AIJRVVXFVC,,1.0,4.029920598594662,2.0,-0.4026987541761558,-0.12910766350785788,-1.617989945484106,3.0,1.411534689839388,2.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,HH28,0.12717417678363757,True
CRKJSXZ9IS,,1.0,6.2453765494403335,0.0,0.5920458955249571,-1.166144802425251,-0.1960540648097508,3.0,1.648220080115237,4.0,4.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,4.0,3.0,4.0,2.0,HH29,-1.4258037907042325,False
H4PDTL7ETZ,,0.0,5.696871374100398,3.0,0.009056527247443666,1.2579156000118086,-1.1174562981753933,1.0,0.4618911325260673,5.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,HH30,-0.8344163799316989,False
VT0GG944VV,,0.0,4.935447981042466,2.0,-0.8863218242787231,0.3912162245480227,-0.06272790397015612,2.0,0.5766776258298332,4.0,2.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,HH31,0.7069333508256644,True
H4H51CTVJK,,0.0,3.9421596750198966,1.0,0.049099806710045414,-0.18265213901105987,0.3648060120095765,2.0,0.11203961808785767,0.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,2.0,0.0,HH32,-1.1196100885613995,True
YFEFMODYAG,,0.0,4.530777723695823,2.0,-0.17814707204148378,-1.5388045269458914,0.4943988523941746,2.0,0.5138002983519188,6.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,HH33,-0.11734415465753104,True
Z97S25N1FX,,0.0,7.128395482538143,3.0,0.2800677506160391,0.06813041575147738,0.4699738849934536,1.0,0.16888322393727528,5.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,HH34,-0.3122906084014925,False
OQK1MWHEB7,,0.0,4.610759205195765,2.0,-0.9707691428526536,0.700677353026647,1.5897046752629231,1.0,0.8495648065729806,2.0,4.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,HH35,-0.45257624331771823,True
2MH5ZQNCNJ,,0.0,5.569612937294232,0.0,1.3887768860105492,0.02958404173425852,0.4787073155467644,4.0,0.7997328035022236,5.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,3.0,6.0,6.0,3.0,2.0,HH36,1.7532216613255345,False
GM3YX8JG5J,,0.0,4.72570053657837,1.0,-0.6077256452673542,0.19925142122715006,-0.2594979527980483,4.0,0.4651278968360799,2.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,6.0,5.0,3.0,HH37,-0.8921977211413655,True
Z175U55M8O,5JUDZHRC0Q,0.0,3.901583142338469,0.0,-0.22426994425342986,0.2526450705083068,0.9839238972112788,1.0,0.09783317736636432,0.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,HH38,-1.264498667035351,True
AVUUC7JQJY,,0.0,5.689720861960528,0.0,1.9329805214866729,-1.8144961477582977,-1.129644591095036,5.0,0.3749118631531865,0.0,1.0,3.0,0.0,1.0,0.0,6.0,1.0,1.0,4.0,1.0,0.0,3.0,4.0,2.0,3.0,HH39,-0.890875631731052,False
S4EF7CEOIC,,0.0,6.64924824187765,0.0,-0.8913836500834932,-1.1816760075879045,-0.21516890480913534,2.0,0.7135209595902279,6.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,6.0,4.0,5.0,3.0,HH40,2.498642074127019,False
TA2VKJ3X6Y,,0.0,6.0651326411898605,2.0,0.01877783456679584,-0.9918892639966846,1.8668169219151391,2.0,0.6710141986535172,4.0,1.0,2.0,3.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,3.0,2.0,HH41,1.2669213262670869,False
76CF7E1NS8,,1.0,6.609044975886478,2.0,1.3015448235799498,0.6096387438575535,1.2359091432650793,4.0,5.148138602440941,6.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,6.0,4.0,3.0,HH42,2.108512419171329,False
04YOBALT6Q,,0.0,5.143016674294562,3.0,1.3718682776322428,0.20166910635801855,-0.7876203695159976,3.0,0.6401213777234811,6.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,3.0,5.0,1.0,HH43,-0.5457962740799942,False
VE5QT0YYDK,,0.0,4.997442904794998,2.0,0.5478003290495187,-0.6762703643007304,2.2410216537024255,1.0,0.9992586586811883,5.0,0.0,2.0,4.0,1.0,1.0,4.0,0.0,1.0,3.0,1.0,0.0,5.0,3.0,4.0,3.0,HH44,1.0623045661657238,True
IPSVDC40J5,,0.0,5.527680477196244,3.0,-1.049578891744564,-1.3589177718266479,-0.6001842629707497,3.0,0.23843954887924945,4.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,3.0,6.0,6.0,5.0,2.0,HH45,0.8948247676831906,False
FJW0C3Y3DG,,0.0,4.77737874091057,0.0,-2.1708904094801094,0.7350046006466932,0.6790406384455369,1.0,0.016736208943877173,3.0,5.0,3.0,3.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,2.0,0.0,HH46,0.7627229818289148,True
4JBCIUG9WM,,0.0,4.508514980011683,1.0,1.3192451384319197,-0.19934093462365235,1.938661610926785,1.0,0.6910660054733692,3.0,3.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,HH47,-0.8382427587978749,True
Y5HD3VHSIY,,0.0,3.4061604914804557,2.0,-0.902698270549542,-2.6887750027036166,-0.2716153009192771,3.0,0.833512275983964,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,HH48,-0.7215289928789361,True
SH7MCZ2XM3,,0.0,6.018373096048808,3.0,-1.4011514668042115,-1.283624795210239,-2.4987996994831057,3.0,0.2925870931288723,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,4.0,5.0,3.0,HH49,1.5163458304790556,False
WECC5QB7NO,,0.0,5.049685215936573,1.0,2.044151086684284,1.9510683595545348,0.7988651135289653,2.0,0.8920272062657159,1.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,HH50,0.032269530698095863,True
F6706THJ11,,0.0,3.398151246412108,0.0,-2.023317357788684,0.16221500203641775,-1.7352395924864206,1.0,0.5789001946736829,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,HH51,-0.27258458020480214,True
FG0EG0JB21,I7J0NOXZFT,0.0,3.1815892933857626,2.0,-0.00806794950183425,-1.4023469264067374,-0.8488154708509981,3.0,0.39991880232971744,4.0,5.0,2.0,4.0,1.0,3.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,HH52,-0.4672465115375447,True
0B5UQFWEHW,,1.0,6.771656667792382,0.0,-1.6217567363338603,1.4098094486904351,-0.24051591452608295,3.0,0.5329136629159752,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,3.0,0.0,HH53,-1.737502353553509,False
BWWLAOXEJN,,1.0,6.0756032832132405,2.0,0.4429032763791422,0.06309331250079464,0.0022603454381447136,1.0,1.9795788969848096,4.0,3.0,0.0,4.0,1.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,HH54,-0.9369392871331945,False
ANHASXBOJL,,0.0,5.383402800747186,0.0,0.047335820584956036,1.0961402598989445,-0.8565176897695433,4.0,0.3206179764805137,5.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,5.0,0.0,0.0,HH55,0.8006764408493292,False
3H4WQIBNXV,,0.0,3.53300254004684,3.0,0.9135802676842576,-0.8833422172348822,-1.7655363326390152,1.0,0.8652917809862418,6.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,5.0,1.0,HH56,-0.0998939786450651,True
4SS9ULFG8T,,0.0,4.7352182372189855,1.0,-0.04562749817544033,1.8702621319847088,0.0227796612034669,3.0,0.2034512706949184,6.0,2.0,2.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,HH57,1.6038580006889303,True
KYJIOU6PPL,,0.0,3.967920987988391,3.0,0.028814324876150783,-0.10898911831301522,1.1678682993782727,2.0,0.5411829879059303,2.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,2.0,2.0,6.0,3.0,0.0,2.0,HH58,0.672589021649256,True
SX0CIBZEEI,,0.0,4.635564919459411,1.0,-0.5566142060731216,-0.3058428979139011,1.59774618337591,1.0,0.3638168795629476,6.0,2.0,3.0,3.0,1.0,2.0,6.0,1.0,0.0,4.0,2.0,2.0,0.0,5.0,0.0,1.0,HH59,1.116480772815421,True
0T90J1TWFP,,0.0,4.7831257890695165,3.0,-0.16021257190071575,-0.7081920652322771,0.613776396088938,1.0,0.7770379924704117,0.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,3.0,0.0,HH60,-2.08833333422562,True
2X7DY0A0U2,,0.0,4.274717953091344,2.0,0.789443850808942,-0.3911435778337004,-0.15608996887972884,3.0,0.07469875405134174,5.0,0.0,3.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,0.0,HH61,2.1727820943376894,True
NXS4FLGRH9,,1.0,3.6062305494644336,3.0,-2.3435871523750658,-0.7089096353984758,-1.2249263990802552,5.0,3.2022536633948477,2.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,2.0,6.0,3.0,1.0,0.0,HH62,1.4847391501998535,True
J2ZL01LP3V,,0.0,5.738705317794594,1.0,-0.893696067220435,1.9077292986918288,1.0691320653940488,5.0,0.6405247634389388,5.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,HH63,1.4819862887129096,False
7JW3F4NSA2,,1.0,5.249346935613085,3.0,-0.6324608714967218,-0.5598803628013947,0.8002671085521798,5.0,1.1470128240567388,4.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,2.0,4.0,0.0,HH64,-0.3487155561439793,False
3ANTHT8J14,,0.0,5.548551778403225,1.0,1.4873902385046367,0.99910174294549,0.9079485829398126,4.0,0.9671912174756396,4.0,5.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,HH65,-0.19704414611001309,False
F5O8ZRBHRC,,1.0,6.134898199352543,2.0,-0.7355272841187064,0.7150085826494597,-0.5812396110884308,5.0,2.056683085256501,0.0,2.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,HH66,-0.8931961010051042,False
AQZ7Z2GQWS,,0.0,6.102947403048724,0.0,0.018525545742045568,-0.38692026857276574,-0.6096564840223917,4.0,0.19289847392446932,3.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,2.0,0.0,HH67,0.513366462523183,False
MFCEQT8VH7,,0.0,6.663230233797481,2.0,0.2910588643213489,-0.9710565862033248,0.8414007886338958,3.0,0.8133141517532382,1.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,HH68,-0.3256632524472794,False
PKE0SS7I7N,,0.0,5.925866196088498,1.0,1.8088326166922224,-0.06758471817049548,0.8574656764459738,2.0,0.7228050696531606,2.0,4.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0,2.0,2.0,3.0,6.0,5.0,0.0,HH69,-0.05428207491333812,False
8G08ZRS2XI,W7E44G11T5,0.0,5.459115946184891,1.0,-1.2172501359281798,1.1329613761925703,0.8194988844810603,4.0,0.009225670170261544,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,4.0,3.0,5.0,2.0,HH70,-1.4469187344595442,False
KHHYZ3I9TW,,0.0,4.587654551710137,0.0,-1.4750502574836135,0.6529337892219634,1.916622727492728,5.0,0.580201280452822,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,6.0,0.0,0.0,1.0,HH71,-0.5772124029496991,True
40N456U5D2,FULD5H9V8W,0.0,3.7102686514573033,1.0,-0.5276563965826371,1.2304497211485148,-1.2481331723692444,1.0,0.5898903223150767,3.0,3.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,2.0,1.0,HH72,0.4117885521569706,True
TJ5DNBW4ZA,,0.0,5.590259007887036,3.0,2.0352544151476213,1.1190041352584579,0.12762022053015473,3.0,0.34567592659502355,1.0,0.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,5.0,2.0,1.0,3.0,4.0,1.0,0.0,HH73,-0.28648023053014526,False
7EFZAXCHAR,,1.0,4.707939387952365,2.0,0.4579901767914134,-0.9004789738905724,1.2027216583568936,5.0,2.6562980803615583,1.0,1.0,3.0,1.0,0.0,2.0,5.0,0.0,1.0,4.0,0.0,1.0,3.0,3.0,1.0,2.0,HH74,-0.09211781998552292,True
SOJSMG13VY,,0.0,6.997626290383828,2.0,0.053106739015344594,-0.016958511852971845,0.6284420923087478,3.0,0.3668458043058193,6.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,HH75,1.296928266728548,False
KV01J2J7UI,,0.0,4.4954470266532045,3.0,0.1881679023398028,1.5388683363632565,1.838880913204488,2.0,0.3982596112415807,2.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,HH76,-0.42651625111079366,True
NL2WY15YOM,,0.0,5.2800784997872,1.0,-0.8126240875858762,-1.997429798985333,0.7530941466001031,1.0,0.1056110183814073,5.0,0.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,6.0,4.0,2.0,HH77,2.3163221881997504,False
2NDYCOFLXD,,0.0,5.284664152635694,2.0,-1.0810470328328374,-0.03192091438793935,-0.5810328066247545,2.0,0.5461624506814843,5.0,5.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,HH78,-0.16267427267471343,False
LOTF6SW03D,,1.0,3.5267661195084274,0.0,0.6841163404707716,0.22396575792139586,-0.19837973871458656,2.0,3.4836989567378662,1.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,3.0,3.0,3.0,0.0,HH79,-1.6719216453246208,True
79135Q4NVR,,1.0,4.234902831969501,2.0,1.4170792739833395,0.9455083883413458,2.4699820222518363,5.0,0.13919577888612955,6.0,5.0,2.0,4.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,HH80,0.3631142511805939,True
CCDKWASAIE,,0.0,3.013339725217865,0.0,0.4437287288585631,0.4229235407935868,0.5870167419285971,4.0,0.29011695984860075,3.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,6.0,1.0,2.0,2.0,HH81,-1.2324715410609517,True
1OZ9O3MVGF,,1.0,5.274503620320403,1.0,-0.07697270547731037,-1.1756799962700155,-0.3973526539198731,5.0,2.2661769538070318,3.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,6.0,4.0,1.0,HH82,-0.03534094874499046,False
UU83UQB7CM,,0.0,5.186680760462886,2.0,-1.091534358639565,-0.20485132163652295,0.4335496360522979,5.0,0.4268841190044504,4.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,4.0,0.0,HH83,-0.6410258647141613,False
XFN7WMMQTT,,0.0,5.7437629614008845,3.0,-0.4374568101853107,0.9564954848081793,0.5002970930075923,5.0,0.1737809950588045,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,3.0,HH84,-1.0941437727499859,False
7YQ4WPCT9E,,0.0,4.274811297911836,2.0,1.6740103128782051,1.5861339939314587,1.2368345108578185,3.0,0.6493320470692858,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,2.0,4.0,1.0,HH85,-1.331854838819516,True
A352D0532H,,0.0,3.940474425869014,3.0,-2.924153141987881,0.791284006592313,-1.0192248796083154,3.0,0.1949131794771084,6.0,0.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,3.0,3.0,HH86,0.8422795723703377,True
FFPGJ0N2E1,,0.0,4.678037325117117,0.0,1.6825302531809092,-0.550833690438854,-0.4722243399622566,1.0,0.4647246838989895,4.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,5.0,1.0,HH87,0.6372367801763096,True
9ZCLP5OIRW,,1.0,5.413255971047498,0.0,-0.14711307593695996,-0.6716780021941796,0.14299327530967046,5.0,2.007266571598058,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,HH88,0.09662951813963058,False
U1G9S8MS26,L9NCK718XU,0.0,3.9170058703579413,0.0,-0.3678592222981024,-0.6968273430760856,-0.6643745585438743,1.0,0.05755044452927671,5.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,6.0,1.0,2.0,3.0,HH89,-0.2150928456467349,True
